$,_ft,settlementdate,v#
QLD1,Battery Storage,2021-09-22 04:45:00,0
QLD1,Battery Storage,2021-09-22 04:50:00,0
QLD1,Battery Storage,2021-09-22 04:55:00,0
QLD1,Battery Storage,2021-09-22 05:00:00,0
QLD1,Battery Storage,2021-09-22 05:05:00,0
QLD1,Battery Storage,2021-09-22 05:10:00,0
QLD1,Battery Storage,2021-09-22 05:15:00,0
QLD1,Battery Storage,2021-09-22 05:20:00,0
QLD1,Battery Storage,2021-09-22 05:25:00,0
QLD1,Battery Storage,2021-09-22 05:30:00,0
QLD1,Battery Storage,2021-09-22 05:35:00,0
QLD1,Battery Storage,2021-09-22 05:40:00,0
QLD1,Battery Storage,2021-09-22 05:45:00,0
QLD1,Battery Storage,2021-09-22 05:50:00,0
QLD1,Battery Storage,2021-09-22 05:55:00,0
QLD1,Battery Storage,2021-09-22 06:00:00,0
QLD1,Battery Storage,2021-09-22 06:05:00,0
QLD1,Battery Storage,2021-09-22 06:10:00,0
QLD1,Battery Storage,2021-09-22 06:15:00,0
QLD1,Battery Storage,2021-09-22 06:20:00,0
QLD1,Battery Storage,2021-09-22 06:25:00,0
QLD1,Battery Storage,2021-09-22 06:30:00,0
QLD1,Battery Storage,2021-09-22 06:35:00,0
QLD1,Battery Storage,2021-09-22 06:40:00,0
QLD1,Battery Storage,2021-09-22 06:45:00,0
QLD1,Battery Storage,2021-09-22 06:50:00,0
QLD1,Battery Storage,2021-09-22 06:55:00,0
QLD1,Battery Storage,2021-09-22 07:00:00,0
QLD1,Battery Storage,2021-09-22 07:05:00,0
QLD1,Battery Storage,2021-09-22 07:10:00,0
QLD1,Battery Storage,2021-09-22 07:15:00,0
QLD1,Battery Storage,2021-09-22 07:20:00,0
QLD1,Battery Storage,2021-09-22 07:25:00,0
QLD1,Battery Storage,2021-09-22 07:30:00,0
QLD1,Battery Storage,2021-09-22 07:35:00,0
QLD1,Battery Storage,2021-09-22 07:40:00,0
QLD1,Battery Storage,2021-09-22 07:45:00,0
QLD1,Battery Storage,2021-09-22 07:50:00,0
QLD1,Battery Storage,2021-09-22 07:55:00,0
QLD1,Battery Storage,2021-09-22 08:00:00,0
QLD1,Battery Storage,2021-09-22 08:05:00,0
QLD1,Battery Storage,2021-09-22 08:10:00,0
QLD1,Battery Storage,2021-09-22 08:15:00,0
QLD1,Battery Storage,2021-09-22 08:20:00,0
QLD1,Battery Storage,2021-09-22 08:25:00,0
QLD1,Battery Storage,2021-09-22 08:30:00,0
QLD1,Battery Storage,2021-09-22 08:35:00,0
QLD1,Battery Storage,2021-09-22 08:40:00,0
QLD1,Battery Storage,2021-09-22 08:45:00,0
QLD1,Battery Storage,2021-09-22 08:50:00,0
QLD1,Battery Storage,2021-09-22 08:55:00,0
QLD1,Battery Storage,2021-09-22 09:00:00,0
QLD1,Battery Storage,2021-09-22 09:05:00,0
QLD1,Battery Storage,2021-09-22 09:10:00,0
QLD1,Battery Storage,2021-09-22 09:15:00,0
QLD1,Battery Storage,2021-09-22 09:20:00,0
QLD1,Battery Storage,2021-09-22 09:25:00,0
QLD1,Battery Storage,2021-09-22 09:30:00,0
QLD1,Battery Storage,2021-09-22 09:35:00,0
QLD1,Battery Storage,2021-09-22 09:40:00,0
QLD1,Battery Storage,2021-09-22 09:45:00,0
QLD1,Battery Storage,2021-09-22 09:50:00,0
QLD1,Battery Storage,2021-09-22 09:55:00,0
QLD1,Battery Storage,2021-09-22 10:00:00,0
QLD1,Battery Storage,2021-09-22 10:05:00,0
QLD1,Battery Storage,2021-09-22 10:10:00,0
QLD1,Battery Storage,2021-09-22 10:15:00,0
QLD1,Battery Storage,2021-09-22 10:20:00,0
QLD1,Battery Storage,2021-09-22 10:25:00,0
QLD1,Battery Storage,2021-09-22 10:30:00,0
QLD1,Battery Storage,2021-09-22 10:35:00,0
QLD1,Battery Storage,2021-09-22 10:40:00,0
QLD1,Battery Storage,2021-09-22 10:45:00,0
QLD1,Battery Storage,2021-09-22 10:50:00,0
QLD1,Battery Storage,2021-09-22 10:55:00,0
QLD1,Battery Storage,2021-09-22 11:00:00,0
QLD1,Battery Storage,2021-09-22 11:05:00,0
QLD1,Battery Storage,2021-09-22 11:10:00,0
QLD1,Battery Storage,2021-09-22 11:15:00,0
QLD1,Battery Storage,2021-09-22 11:20:00,0
QLD1,Battery Storage,2021-09-22 11:25:00,0
QLD1,Battery Storage,2021-09-22 11:30:00,0
QLD1,Battery Storage,2021-09-22 11:35:00,0
QLD1,Battery Storage,2021-09-22 11:40:00,0
QLD1,Battery Storage,2021-09-22 11:45:00,0
QLD1,Battery Storage,2021-09-22 11:50:00,0
QLD1,Battery Storage,2021-09-22 11:55:00,0
QLD1,Battery Storage,2021-09-22 12:00:00,0
QLD1,Battery Storage,2021-09-22 12:05:00,0
QLD1,Battery Storage,2021-09-22 12:10:00,0
QLD1,Battery Storage,2021-09-22 12:15:00,0
QLD1,Battery Storage,2021-09-22 12:20:00,0
QLD1,Battery Storage,2021-09-22 12:25:00,0
QLD1,Battery Storage,2021-09-22 12:30:00,0
QLD1,Battery Storage,2021-09-22 12:35:00,0
QLD1,Battery Storage,2021-09-22 12:40:00,0
QLD1,Battery Storage,2021-09-22 12:45:00,0
QLD1,Battery Storage,2021-09-22 12:50:00,0
QLD1,Battery Storage,2021-09-22 12:55:00,0
QLD1,Battery Storage,2021-09-22 13:00:00,0
QLD1,Battery Storage,2021-09-22 13:05:00,0
QLD1,Battery Storage,2021-09-22 13:10:00,0
QLD1,Battery Storage,2021-09-22 13:15:00,0
QLD1,Battery Storage,2021-09-22 13:20:00,0
QLD1,Battery Storage,2021-09-22 13:25:00,0
QLD1,Battery Storage,2021-09-22 13:30:00,0
QLD1,Battery Storage,2021-09-22 13:35:00,0
QLD1,Battery Storage,2021-09-22 13:40:00,0
QLD1,Battery Storage,2021-09-22 13:45:00,0
QLD1,Battery Storage,2021-09-22 13:50:00,0
QLD1,Battery Storage,2021-09-22 13:55:00,0
QLD1,Battery Storage,2021-09-22 14:00:00,0
QLD1,Battery Storage,2021-09-22 14:05:00,0
QLD1,Battery Storage,2021-09-22 14:10:00,0
QLD1,Battery Storage,2021-09-22 14:15:00,0
QLD1,Battery Storage,2021-09-22 14:20:00,0
QLD1,Battery Storage,2021-09-22 14:25:00,0
QLD1,Battery Storage,2021-09-22 14:30:00,0
QLD1,Battery Storage,2021-09-22 14:35:00,0
QLD1,Battery Storage,2021-09-22 14:40:00,0
QLD1,Battery Storage,2021-09-22 14:45:00,0
QLD1,Battery Storage,2021-09-22 14:50:00,0
QLD1,Battery Storage,2021-09-22 14:55:00,0
QLD1,Battery Storage,2021-09-22 15:00:00,0
QLD1,Battery Storage,2021-09-22 15:05:00,0
QLD1,Battery Storage,2021-09-22 15:10:00,0
QLD1,Battery Storage,2021-09-22 15:15:00,0
QLD1,Battery Storage,2021-09-22 15:20:00,0
QLD1,Battery Storage,2021-09-22 15:25:00,0
QLD1,Battery Storage,2021-09-22 15:30:00,0
QLD1,Battery Storage,2021-09-22 15:35:00,0
QLD1,Battery Storage,2021-09-22 15:40:00,0
QLD1,Battery Storage,2021-09-22 15:45:00,0
QLD1,Battery Storage,2021-09-22 15:50:00,0
QLD1,Battery Storage,2021-09-22 15:55:00,0
QLD1,Battery Storage,2021-09-22 16:00:00,0
QLD1,Battery Storage,2021-09-22 16:05:00,0
QLD1,Battery Storage,2021-09-22 16:10:00,0
QLD1,Battery Storage,2021-09-22 16:15:00,0
QLD1,Battery Storage,2021-09-22 16:20:00,0
QLD1,Battery Storage,2021-09-22 16:25:00,0
QLD1,Battery Storage,2021-09-22 16:30:00,0
QLD1,Battery Storage,2021-09-22 16:35:00,0
QLD1,Battery Storage,2021-09-22 16:40:00,0
QLD1,Battery Storage,2021-09-22 16:45:00,0
QLD1,Battery Storage,2021-09-22 16:50:00,0
QLD1,Battery Storage,2021-09-22 16:55:00,0
QLD1,Battery Storage,2021-09-22 17:00:00,0
QLD1,Battery Storage,2021-09-22 17:05:00,0
QLD1,Battery Storage,2021-09-22 17:10:00,0
QLD1,Battery Storage,2021-09-22 17:15:00,0
QLD1,Battery Storage,2021-09-22 17:20:00,0
QLD1,Battery Storage,2021-09-22 17:25:00,0
QLD1,Battery Storage,2021-09-22 17:30:00,0
QLD1,Battery Storage,2021-09-22 17:35:00,0
QLD1,Battery Storage,2021-09-22 17:40:00,0
QLD1,Battery Storage,2021-09-22 17:45:00,0
QLD1,Battery Storage,2021-09-22 17:50:00,0
QLD1,Battery Storage,2021-09-22 17:55:00,0
QLD1,Battery Storage,2021-09-22 18:00:00,0
QLD1,Battery Storage,2021-09-22 18:05:00,0
QLD1,Battery Storage,2021-09-22 18:10:00,0
QLD1,Battery Storage,2021-09-22 18:15:00,0
QLD1,Battery Storage,2021-09-22 18:20:00,0
QLD1,Battery Storage,2021-09-22 18:25:00,0
QLD1,Battery Storage,2021-09-22 18:30:00,0
QLD1,Battery Storage,2021-09-22 18:35:00,0
QLD1,Battery Storage,2021-09-22 18:40:00,0
QLD1,Battery Storage,2021-09-22 18:45:00,0
QLD1,Battery Storage,2021-09-22 18:50:00,0
QLD1,Battery Storage,2021-09-22 18:55:00,0
QLD1,Battery Storage,2021-09-22 19:00:00,0
QLD1,Battery Storage,2021-09-22 19:05:00,0
QLD1,Battery Storage,2021-09-22 19:10:00,0
QLD1,Battery Storage,2021-09-22 19:15:00,0
QLD1,Battery Storage,2021-09-22 19:20:00,0
QLD1,Battery Storage,2021-09-22 19:25:00,0
QLD1,Battery Storage,2021-09-22 19:30:00,0
QLD1,Battery Storage,2021-09-22 19:35:00,0
QLD1,Battery Storage,2021-09-22 19:40:00,0
QLD1,Battery Storage,2021-09-22 19:45:00,0
QLD1,Battery Storage,2021-09-22 19:50:00,0
QLD1,Battery Storage,2021-09-22 19:55:00,0
QLD1,Battery Storage,2021-09-22 20:00:00,0
QLD1,Battery Storage,2021-09-22 20:05:00,0
QLD1,Battery Storage,2021-09-22 20:10:00,0
QLD1,Battery Storage,2021-09-22 20:15:00,0
QLD1,Battery Storage,2021-09-22 20:20:00,0
QLD1,Battery Storage,2021-09-22 20:25:00,0
QLD1,Battery Storage,2021-09-22 20:30:00,0
QLD1,Battery Storage,2021-09-22 20:35:00,0
QLD1,Battery Storage,2021-09-22 20:40:00,0
QLD1,Battery Storage,2021-09-22 20:45:00,0
QLD1,Battery Storage,2021-09-22 20:50:00,0
QLD1,Battery Storage,2021-09-22 20:55:00,0
QLD1,Battery Storage,2021-09-22 21:00:00,0
QLD1,Battery Storage,2021-09-22 21:05:00,0
QLD1,Battery Storage,2021-09-22 21:10:00,0
QLD1,Battery Storage,2021-09-22 21:15:00,0
QLD1,Battery Storage,2021-09-22 21:20:00,0
QLD1,Battery Storage,2021-09-22 21:25:00,0
QLD1,Battery Storage,2021-09-22 21:30:00,0
QLD1,Battery Storage,2021-09-22 21:35:00,0
QLD1,Battery Storage,2021-09-22 21:40:00,0
QLD1,Battery Storage,2021-09-22 21:45:00,0
QLD1,Battery Storage,2021-09-22 21:50:00,0
QLD1,Battery Storage,2021-09-22 21:55:00,0
QLD1,Battery Storage,2021-09-22 22:00:00,0
QLD1,Battery Storage,2021-09-22 22:05:00,0
QLD1,Battery Storage,2021-09-22 22:10:00,0
QLD1,Battery Storage,2021-09-22 22:15:00,0
QLD1,Battery Storage,2021-09-22 22:20:00,0
QLD1,Battery Storage,2021-09-22 22:25:00,0
QLD1,Battery Storage,2021-09-22 22:30:00,0
QLD1,Battery Storage,2021-09-22 22:35:00,0
QLD1,Battery Storage,2021-09-22 22:40:00,0
QLD1,Battery Storage,2021-09-22 22:45:00,0
QLD1,Battery Storage,2021-09-22 22:50:00,0
QLD1,Battery Storage,2021-09-22 22:55:00,0
QLD1,Battery Storage,2021-09-22 23:00:00,0
QLD1,Battery Storage,2021-09-22 23:05:00,0
QLD1,Battery Storage,2021-09-22 23:10:00,0
QLD1,Battery Storage,2021-09-22 23:15:00,0
QLD1,Battery Storage,2021-09-22 23:20:00,0
QLD1,Battery Storage,2021-09-22 23:25:00,0
QLD1,Battery Storage,2021-09-22 23:30:00,0
QLD1,Battery Storage,2021-09-22 23:35:00,0
QLD1,Battery Storage,2021-09-22 23:40:00,0
QLD1,Battery Storage,2021-09-22 23:45:00,0
QLD1,Battery Storage,2021-09-22 23:50:00,0
QLD1,Battery Storage,2021-09-22 23:55:00,0
QLD1,Battery Storage,2021-09-23 00:00:00,0
QLD1,Battery Storage,2021-09-23 00:05:00,0
QLD1,Battery Storage,2021-09-23 00:10:00,0
QLD1,Battery Storage,2021-09-23 00:15:00,0
QLD1,Battery Storage,2021-09-23 00:20:00,0
QLD1,Battery Storage,2021-09-23 00:25:00,0
QLD1,Battery Storage,2021-09-23 00:30:00,0
QLD1,Battery Storage,2021-09-23 00:35:00,0
QLD1,Battery Storage,2021-09-23 00:40:00,0
QLD1,Battery Storage,2021-09-23 00:45:00,0
QLD1,Battery Storage,2021-09-23 00:50:00,0
QLD1,Battery Storage,2021-09-23 00:55:00,0
QLD1,Battery Storage,2021-09-23 01:00:00,0
QLD1,Battery Storage,2021-09-23 01:05:00,0
QLD1,Battery Storage,2021-09-23 01:10:00,0
QLD1,Battery Storage,2021-09-23 01:15:00,0
QLD1,Battery Storage,2021-09-23 01:20:00,0
QLD1,Battery Storage,2021-09-23 01:25:00,0
QLD1,Battery Storage,2021-09-23 01:30:00,0
QLD1,Battery Storage,2021-09-23 01:35:00,0
QLD1,Battery Storage,2021-09-23 01:40:00,0
QLD1,Biomass,2021-09-22 01:45:00,45.000002
QLD1,Biomass,2021-09-22 01:50:00,47.000002
QLD1,Biomass,2021-09-22 01:55:00,52.500001
QLD1,Biomass,2021-09-22 02:00:00,47.799999
QLD1,Biomass,2021-09-22 02:05:00,48.799999
QLD1,Biomass,2021-09-22 02:10:00,52.1
QLD1,Biomass,2021-09-22 02:15:00,50.900002
QLD1,Biomass,2021-09-22 02:20:00,55.000001
QLD1,Biomass,2021-09-22 02:25:00,57.100001
QLD1,Biomass,2021-09-22 02:30:00,52.499999
QLD1,Biomass,2021-09-22 02:35:00,55.300002000000006
QLD1,Biomass,2021-09-22 02:40:00,59.100002
QLD1,Biomass,2021-09-22 02:45:00,54
QLD1,Biomass,2021-09-22 02:50:00,58.000001
QLD1,Biomass,2021-09-22 02:55:00,52.600002
QLD1,Biomass,2021-09-22 03:00:00,57.000002
QLD1,Biomass,2021-09-22 03:05:00,58.400002
QLD1,Biomass,2021-09-22 03:10:00,57.000001
QLD1,Biomass,2021-09-22 03:15:00,49.999999
QLD1,Biomass,2021-09-22 03:20:00,39.200002
QLD1,Biomass,2021-09-22 03:25:00,40.700002
QLD1,Biomass,2021-09-22 03:30:00,40.8
QLD1,Biomass,2021-09-22 03:35:00,47.900002
QLD1,Biomass,2021-09-22 03:40:00,49.500001
QLD1,Biomass,2021-09-22 03:45:00,51.400002
QLD1,Biomass,2021-09-22 03:50:00,49.699999
QLD1,Biomass,2021-09-22 03:55:00,53.100002
QLD1,Biomass,2021-09-22 04:00:00,52.100002
QLD1,Biomass,2021-09-22 04:05:00,55
QLD1,Biomass,2021-09-22 04:10:00,48.199999
QLD1,Biomass,2021-09-22 04:15:00,50.500002
QLD1,Biomass,2021-09-22 04:20:00,51.100002
QLD1,Biomass,2021-09-22 04:25:00,50.800001
QLD1,Biomass,2021-09-22 04:30:00,44.800001
QLD1,Biomass,2021-09-22 04:35:00,49.600001
QLD1,Biomass,2021-09-22 04:40:00,51.299999
QLD1,Biomass,2021-09-22 04:45:00,51.099999
QLD1,Biomass,2021-09-22 04:50:00,46.600001
QLD1,Biomass,2021-09-22 04:55:00,50.400002
QLD1,Biomass,2021-09-22 05:00:00,47.599999
QLD1,Biomass,2021-09-22 05:05:00,51.200002
QLD1,Biomass,2021-09-22 05:10:00,46.3
QLD1,Biomass,2021-09-22 05:15:00,47.000001
QLD1,Biomass,2021-09-22 05:20:00,49.100002
QLD1,Biomass,2021-09-22 05:25:00,51.199999
QLD1,Biomass,2021-09-22 05:30:00,50.500002
QLD1,Biomass,2021-09-22 05:35:00,48.600001
QLD1,Biomass,2021-09-22 05:40:00,51.300002
QLD1,Biomass,2021-09-22 05:45:00,48.1
QLD1,Biomass,2021-09-22 05:50:00,52.499999
QLD1,Biomass,2021-09-22 05:55:00,53.300002000000006
QLD1,Biomass,2021-09-22 06:00:00,55
QLD1,Biomass,2021-09-22 06:05:00,57.900001
QLD1,Biomass,2021-09-22 06:10:00,59.100002
QLD1,Biomass,2021-09-22 06:15:00,57.700002000000005
QLD1,Biomass,2021-09-22 06:20:00,58.000002
QLD1,Biomass,2021-09-22 06:25:00,55.100002
QLD1,Biomass,2021-09-22 06:30:00,55.7
QLD1,Biomass,2021-09-22 06:35:00,57.000002
QLD1,Biomass,2021-09-22 06:40:00,58.1
QLD1,Biomass,2021-09-22 06:45:00,57.5
QLD1,Biomass,2021-09-22 06:50:00,56.299999
QLD1,Biomass,2021-09-22 06:55:00,54.999999
QLD1,Biomass,2021-09-22 07:00:00,55.999999
QLD1,Biomass,2021-09-22 07:05:00,58.500002
QLD1,Biomass,2021-09-22 07:10:00,59.199999
QLD1,Biomass,2021-09-22 07:15:00,54.400002
QLD1,Biomass,2021-09-22 07:20:00,55.400002
QLD1,Biomass,2021-09-22 07:25:00,54.099999
QLD1,Biomass,2021-09-22 07:30:00,51.900002
QLD1,Biomass,2021-09-22 07:35:00,51.900001
QLD1,Biomass,2021-09-22 07:40:00,50.6
QLD1,Biomass,2021-09-22 07:45:00,57.3
QLD1,Biomass,2021-09-22 07:50:00,59.8
QLD1,Biomass,2021-09-22 07:55:00,57.899999
QLD1,Biomass,2021-09-22 08:00:00,58.599999
QLD1,Biomass,2021-09-22 08:05:00,53.699999
QLD1,Biomass,2021-09-22 08:10:00,54.9
QLD1,Biomass,2021-09-22 08:15:00,54.700002
QLD1,Biomass,2021-09-22 08:20:00,54.8
QLD1,Biomass,2021-09-22 08:25:00,52.8
QLD1,Biomass,2021-09-22 08:30:00,47.800002
QLD1,Biomass,2021-09-22 08:35:00,44.499999
QLD1,Biomass,2021-09-22 08:40:00,46.800002000000006
QLD1,Biomass,2021-09-22 08:45:00,45.300001
QLD1,Biomass,2021-09-22 08:50:00,45.399999
QLD1,Biomass,2021-09-22 08:55:00,45.6
QLD1,Biomass,2021-09-22 09:00:00,44.100002
QLD1,Biomass,2021-09-22 09:05:00,43.300002000000006
QLD1,Biomass,2021-09-22 09:10:00,48.900002
QLD1,Biomass,2021-09-22 09:15:00,48.8
QLD1,Biomass,2021-09-22 09:20:00,46.400002
QLD1,Biomass,2021-09-22 09:25:00,44.299999
QLD1,Biomass,2021-09-22 09:30:00,46.100002
QLD1,Biomass,2021-09-22 09:35:00,41.500002
QLD1,Biomass,2021-09-22 09:40:00,41.9
QLD1,Biomass,2021-09-22 09:45:00,41.3
QLD1,Biomass,2021-09-22 09:50:00,46.800002
QLD1,Biomass,2021-09-22 09:55:00,41.3
QLD1,Biomass,2021-09-22 10:00:00,41.800001
QLD1,Biomass,2021-09-22 10:05:00,33.9
QLD1,Biomass,2021-09-22 10:10:00,33
QLD1,Biomass,2021-09-22 10:15:00,34.4
QLD1,Biomass,2021-09-22 10:20:00,32.200001
QLD1,Biomass,2021-09-22 10:25:00,36.1
QLD1,Biomass,2021-09-22 10:30:00,37.2
QLD1,Biomass,2021-09-22 10:35:00,37.700001
QLD1,Biomass,2021-09-22 10:40:00,37.3
QLD1,Biomass,2021-09-22 10:45:00,36.500001
QLD1,Biomass,2021-09-22 10:50:00,37.2
QLD1,Biomass,2021-09-22 10:55:00,35.600001000000006
QLD1,Biomass,2021-09-22 11:00:00,32.9
QLD1,Biomass,2021-09-22 11:05:00,34.100001000000006
QLD1,Biomass,2021-09-22 11:10:00,31.200001
QLD1,Biomass,2021-09-22 11:15:00,30.800001
QLD1,Biomass,2021-09-22 11:20:00,37.700001
QLD1,Biomass,2021-09-22 11:25:00,37
QLD1,Biomass,2021-09-22 11:30:00,38.700001
QLD1,Biomass,2021-09-22 11:35:00,37.5
QLD1,Biomass,2021-09-22 11:40:00,36.9
QLD1,Biomass,2021-09-22 11:45:00,36.3
QLD1,Biomass,2021-09-22 11:50:00,37.100001
QLD1,Biomass,2021-09-22 11:55:00,33.800001
QLD1,Biomass,2021-09-22 12:00:00,34.300001
QLD1,Biomass,2021-09-22 12:05:00,34.300001
QLD1,Biomass,2021-09-22 12:10:00,34.3
QLD1,Biomass,2021-09-22 12:15:00,42.000002
QLD1,Biomass,2021-09-22 12:20:00,40.500001
QLD1,Biomass,2021-09-22 12:25:00,49.800002000000006
QLD1,Biomass,2021-09-22 12:30:00,47.100002
QLD1,Biomass,2021-09-22 12:35:00,41.1
QLD1,Biomass,2021-09-22 12:40:00,46
QLD1,Biomass,2021-09-22 12:45:00,45.1
QLD1,Biomass,2021-09-22 12:50:00,48.6
QLD1,Biomass,2021-09-22 12:55:00,51.000001
QLD1,Biomass,2021-09-22 13:00:00,51.700002
QLD1,Biomass,2021-09-22 13:05:00,54.200001
QLD1,Biomass,2021-09-22 13:10:00,54.700001
QLD1,Biomass,2021-09-22 13:15:00,55.5
QLD1,Biomass,2021-09-22 13:20:00,52.700001
QLD1,Biomass,2021-09-22 13:25:00,55.7
QLD1,Biomass,2021-09-22 13:30:00,51.400001
QLD1,Biomass,2021-09-22 13:35:00,49.999999
QLD1,Biomass,2021-09-22 13:40:00,45.300002000000006
QLD1,Biomass,2021-09-22 13:45:00,46.100002
QLD1,Biomass,2021-09-22 13:50:00,42.700002000000005
QLD1,Biomass,2021-09-22 13:55:00,43.400002
QLD1,Biomass,2021-09-22 14:00:00,39.300002
QLD1,Biomass,2021-09-22 14:05:00,40.899999
QLD1,Biomass,2021-09-22 14:10:00,42.6
QLD1,Biomass,2021-09-22 14:15:00,38.899999
QLD1,Biomass,2021-09-22 14:20:00,37.6
QLD1,Biomass,2021-09-22 14:25:00,34.800001
QLD1,Biomass,2021-09-22 14:30:00,36.1
QLD1,Biomass,2021-09-22 14:35:00,33.200001
QLD1,Biomass,2021-09-22 14:40:00,34.800001
QLD1,Biomass,2021-09-22 14:45:00,40.200002000000005
QLD1,Biomass,2021-09-22 14:50:00,40.000002
QLD1,Biomass,2021-09-22 14:55:00,42.200002000000005
QLD1,Biomass,2021-09-22 15:00:00,40.700002000000005
QLD1,Biomass,2021-09-22 15:05:00,39.800001
QLD1,Biomass,2021-09-22 15:10:00,41.500002
QLD1,Biomass,2021-09-22 15:15:00,41.700002000000005
QLD1,Biomass,2021-09-22 15:20:00,36.399999
QLD1,Biomass,2021-09-22 15:25:00,39.200002000000005
QLD1,Biomass,2021-09-22 15:30:00,38.800001
QLD1,Biomass,2021-09-22 15:35:00,39.000002
QLD1,Biomass,2021-09-22 15:40:00,33.800001
QLD1,Biomass,2021-09-22 15:45:00,33.800001
QLD1,Biomass,2021-09-22 15:50:00,36.399999
QLD1,Biomass,2021-09-22 15:55:00,35.000002
QLD1,Biomass,2021-09-22 16:00:00,35.000002
QLD1,Biomass,2021-09-22 16:05:00,35.200002000000005
QLD1,Biomass,2021-09-22 16:10:00,40.200002000000005
QLD1,Biomass,2021-09-22 16:15:00,40.500002
QLD1,Biomass,2021-09-22 16:20:00,42.200001
QLD1,Biomass,2021-09-22 16:25:00,40.299999
QLD1,Biomass,2021-09-22 16:30:00,42
QLD1,Biomass,2021-09-22 16:35:00,42.200001
QLD1,Biomass,2021-09-22 16:40:00,44.400002
QLD1,Biomass,2021-09-22 16:45:00,43.200001
QLD1,Biomass,2021-09-22 16:50:00,42.400002
QLD1,Biomass,2021-09-22 16:55:00,41.299999
QLD1,Biomass,2021-09-22 17:00:00,40.600002
QLD1,Biomass,2021-09-22 17:05:00,40.600002
QLD1,Biomass,2021-09-22 17:10:00,40.5
QLD1,Biomass,2021-09-22 17:15:00,38.900002
QLD1,Biomass,2021-09-22 17:20:00,41.600002
QLD1,Biomass,2021-09-22 17:25:00,41
QLD1,Biomass,2021-09-22 17:30:00,40.900002
QLD1,Biomass,2021-09-22 17:35:00,40.100002
QLD1,Biomass,2021-09-22 17:40:00,39.900002
QLD1,Biomass,2021-09-22 17:45:00,38.299999
QLD1,Biomass,2021-09-22 17:50:00,36.900002
QLD1,Biomass,2021-09-22 17:55:00,37.799999
QLD1,Biomass,2021-09-22 18:00:00,36.700001
QLD1,Biomass,2021-09-22 18:05:00,38.799999
QLD1,Biomass,2021-09-22 18:10:00,42.700001
QLD1,Biomass,2021-09-22 18:15:00,47
QLD1,Biomass,2021-09-22 18:20:00,47.5
QLD1,Biomass,2021-09-22 18:25:00,47.400002
QLD1,Biomass,2021-09-22 18:30:00,47.400002
QLD1,Biomass,2021-09-22 18:35:00,48.400002
QLD1,Biomass,2021-09-22 18:40:00,47.799999
QLD1,Biomass,2021-09-22 18:45:00,49.100002
QLD1,Biomass,2021-09-22 18:50:00,45.400002
QLD1,Biomass,2021-09-22 18:55:00,47.299999
QLD1,Biomass,2021-09-22 19:00:00,49.100002
QLD1,Biomass,2021-09-22 19:05:00,46.600002
QLD1,Biomass,2021-09-22 19:10:00,48.200001
QLD1,Biomass,2021-09-22 19:15:00,47.400002
QLD1,Biomass,2021-09-22 19:20:00,45.600002
QLD1,Biomass,2021-09-22 19:25:00,46
QLD1,Biomass,2021-09-22 19:30:00,46.200001
QLD1,Biomass,2021-09-22 19:35:00,45.200001
QLD1,Biomass,2021-09-22 19:40:00,47.299999
QLD1,Biomass,2021-09-22 19:45:00,47
QLD1,Biomass,2021-09-22 19:50:00,47
QLD1,Biomass,2021-09-22 19:55:00,46.400002
QLD1,Biomass,2021-09-22 20:00:00,46.100002
QLD1,Biomass,2021-09-22 20:05:00,45.5
QLD1,Biomass,2021-09-22 20:10:00,44.900002
